YAL059W	S000000055	ECM1	36509	37147	1	Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm	Saccharomyces cerevisiae
YAL059C-A	S000028734		36918	36496	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified gene ECM1/YAL059W	Saccharomyces cerevisiae
YAL058W	S000000054	CNE1	37464	38972	1	Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast	Saccharomyces cerevisiae
YAL056C-A	S000002139		39046	38696	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae
YAL056W	S000000052	GPB2	39259	41901	1	Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog, GPB1, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL055W	S000000051	PEX22	42177	42719	1	Putative peroxisomal membrane protein; required for import of peroxisomal proteins; functionally complements a Pichia pastoris pex22 mutation	Saccharomyces cerevisiae
YAL054C	S000000050	ACS1	45022	42881	1	Acetyl-coA synthetase isoform; along with Acs2p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions	Saccharomyces cerevisiae
YAL053W	S000000049	FLC2	45899	48250	1	Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC2 has a paralog, YOR365C, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL051W	S000000048	OAF1	48564	51707	1	Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p, which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids, peroxisome organization and biogenesis, activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog, PIP2, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL049C	S000000047	AIM2	52595	51855	1	Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor	Saccharomyces cerevisiae
YAL047W-A	S000028733		54584	54913	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF GEM1/YAL048C	Saccharomyces cerevisiae
YAL048C	S000000046	GEM1	54789	52801	1	Outer mitochondrial membrane GTPase, subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; ortholog of metazoan Miro GTPases	Saccharomyces cerevisiae
YAL047C	S000000045	SPC72	56857	54989	1	Gamma-tubulin small complex (gamma-TuSC) receptor; recruits the gamma-TuSC complex to the cytoplasmic side of the SPB, connecting nuclear microtubules to the SPB; involved in astral microtubule formation, stabilization, and with Stu2p, anchoring astral MTs at the cytoplasmic face of the SPB, and regulating plus-end MT dynamics; regulated by Cdc5 kinase	Saccharomyces cerevisiae
YAL046C	S000000044	BOL3	57385	57029	1	Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress by acting along with Nfu1p at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to mitochondrial client proteins like lipoate synthase and succinate dehydrogenase; sequence similarity to human BOLA family member, BOLA3, mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS2)	Saccharomyces cerevisiae
YAL044W-A	S000007586	BOL1	57518	57850	1	Mitochondrial matrix protein involved in Fe-S cluster biogenesis; facilitates [4Fe-2S] cluster inception into mitochondrial proteins such as lipoate synthase and succinate dehydrogenase; interacts and may function with Grx5p at an early step in Fe-S cluster biosynthesis; forms dimeric complexes with Grx5p and Nfu1p that alter the stability of shared Fe/S clusters; sequence similarity to human BOLA family member, BOLA1 and S. pombe uvi31, a putative DNA repair protein	Saccharomyces cerevisiae
YAL045C	S000000043		57796	57488	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps YAL044W-A	Saccharomyces cerevisiae
YAL044C	S000000042	GCV3	58462	57950	1	H subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF	Saccharomyces cerevisiae
YAL043C	S000000041	PTA1	61052	58695	1	Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3  ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII	Saccharomyces cerevisiae
YAL042W	S000000040	ERV46	61316	62563	1	Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport	Saccharomyces cerevisiae
YAL042C-A	S000002138		61608	61231	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF ERV46/YAL042W; YAL042C-A is a non-essential gene	Saccharomyces cerevisiae
YAL041W	S000000039	CDC24	62840	65404	1	Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42	Saccharomyces cerevisiae
YAL040C	S000000038	CLN3	67520	65778	1	G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2, CCNB1, CCNC, CCND1, or CCNE1	Saccharomyces cerevisiae
YAL039C	S000000037	CYC3	69525	68716	1	Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in mitochondrial intermembrane space; human homolog HCCS implicated in microphthalmia with linear skin defects (MLS), and can complement yeast null mutant	Saccharomyces cerevisiae
YAL038W	S000000036	CDC19	71786	73288	1	Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL037C-B	S000028592		73300	72326	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching	Saccharomyces cerevisiae
YAL037C-A	S000028732		73518	73426	1	Putative protein of unknown function	Saccharomyces cerevisiae
YAL037W	S000000035		74020	74823	1	Putative protein of unknown function; YAL037W has a paralog, YOR342C, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL036C	S000000034	RBG1	76152	75043	1	Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid	Saccharomyces cerevisiae
YAL035W	S000000033	FUN12	76427	79435	1	Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2	Saccharomyces cerevisiae
YAL034W-A	S000000032	MTW1	79718	80587	1	Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)	Saccharomyces cerevisiae
YAL034C-B	S000002137		79842	79489	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae
YAL034C	S000002134	FUN19	81951	80710	1	Non-essential protein of unknown function; expression induced in response to heat stress; FUN19 has a paralog, YOR338W, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL033W	S000000031	POP5	82706	83227	1	Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5  ends and facilitates turnover of nuclear RNAs	Saccharomyces cerevisiae
YAL032C	S000000030	PRP45	84474	83335	1	Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene	Saccharomyces cerevisiae
YAL031W-A	S000028731		84669	84977	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF GIP4/YAL031C	Saccharomyces cerevisiae
YAL031C	S000000029	GIP4	87031	84749	1	Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate	Saccharomyces cerevisiae
YAL030W	S000000028	SNC1	87286	87752	1	Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog, SNC2, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL029C	S000000027	MYO4	92270	87855	1	Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog, MYO2, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL028W	S000000026	FRT2	92900	94486	1	Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog, FRT1, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL027W	S000000025	SAW1	94687	95472	1	5 - and 3 -flap DNA binding protein; recruits Rad1p-Rad10p to single-strand annealing intermediates with 3  non-homologous tails for removal during double-strand break repair; complexes with Rad1p-Rad10p and stimulates its endonuclease activity; green fluorescent protein (GFP)-fusion protein localizes to the nucleus	Saccharomyces cerevisiae
YAL026C-A	S000028730		95823	95386	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAL027W and the verified gene DRS2	Saccharomyces cerevisiae
YAL026C	S000000024	DRS2	99697	95630	1	Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation, endocytosis, protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease	Saccharomyces cerevisiae
YAL025C	S000000023	MAK16	101145	100225	1	Essential nuclear protein; constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus	Saccharomyces cerevisiae
YAL024C	S000000022	LTE1	105872	101565	1	Protein similar to GDP/GTP exchange factors; without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures	Saccharomyces cerevisiae
YAL023C	S000000021	PMT2	108551	106272	1	Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; acts in a complex with Pmt1p, can instead interact with Pmt5p; antifungal drug target; PMT2 has a paralog, PMT3, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL022C	S000000020	FUN26	110430	108877	1	High affinity, broad selectivity, nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole, contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member	Saccharomyces cerevisiae
YAL021C	S000000019	CCR4	113359	110846	1	Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening	Saccharomyces cerevisiae
YAL019W-A	S000028729		114250	114819	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF ATS1/YAL020C	Saccharomyces cerevisiae
YAL020C	S000000018	ATS1	114615	113614	1	Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex, Kti11p, and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle; forms a stable heterodimer with Kti11p	Saccharomyces cerevisiae
YAL019W	S000000017	FUN30	114919	118314	1	Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus, telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres, as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5  strand resection of DSBs; potential Cdc28p substrate	Saccharomyces cerevisiae
YAL018C	S000000016	LDS1	119541	118564	1	Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds2p and Rrt8p, and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants	Saccharomyces cerevisiae
YAL017W	S000000015	PSK1	120225	124295	1	PAS domain-containing serine/threonine protein kinase; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status; PSK1 has a paralog, PSK2, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL016C-B	S000028528		124492	124307	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae
YAL016W	S000000014	TPD3	124879	126786	1	Regulatory subunit A of the heterotrimeric PP2A complex; the heterotrimeric protein phosphatase 2A (PP2A) complex also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and transcription by RNA polymerase III	Saccharomyces cerevisiae
YAL016C-A	S000028728		125069	124755	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF TPD3/YAL016W	Saccharomyces cerevisiae
YAL015C	S000000013	NTG1	128102	126903	1	DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog, NTG2, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL014C	S000000012	SYN8	129019	128252	1	Endosomal SNARE related to mammalian syntaxin 8	Saccharomyces cerevisiae
YAL013W	S000000011	DEP1	129270	130487	1	Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation	Saccharomyces cerevisiae
YAL012W	S000000010	CYS3	130799	131983	1	Cystathionine gamma-lyase; catalyzes one of the two reactions involved in the transsulfuration pathway that yields cysteine from homocysteine with the intermediary formation of cystathionine; protein abundance increases in response to DNA replication stress	Saccharomyces cerevisiae
YAL011W	S000000009	SWC3	132199	134076	1	Protein of unknown function; component of the SWR1 complex, which exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; required for formation of nuclear-associated array of smooth endoplasmic reticulum known as karmellae	Saccharomyces cerevisiae
YAL010C	S000000008	MDM10	135665	134184	1	Subunit of both the ERMES and the SAM complex; component of ERMES complex which acts as a molecular tether between the mitochondria and the ER, necessary for efficient phospholipid exchange between organelles and for mitophagy; SAM/TOB complex component that functions in the assembly of outer membrane beta-barrel proteins; involved in mitochondrial inheritance and morphology; ERMES complex is often co-localized with peroxisomes and concentrated areas of pyruvate dehydrogenase	Saccharomyces cerevisiae
YAL009W	S000000007	SPO7	135854	136633	1	Putative regulatory subunit of Nem1p-Spo7p phosphatase holoenzyme; regulates nuclear growth by controlling phospholipid biosynthesis, required for normal nuclear envelope morphology, premeiotic replication, and sporulation	Saccharomyces cerevisiae
YAL008W	S000000006	FUN14	136914	137510	1	Integral mitochondrial outer membrane (MOM) protein; dosage suppressor of an MDM10 null that reduces ERMES-related phenotypes, such as alterations in mitochondrial morphology, protein complex assembly, and lipid profile; dosage suppressor of MDM12, MDM34, and MMM1 null mutant growth defects; novel mechanism of MOM import involving Tom70p, the TOM complex, and the TIM23 complex, requiring mitochondrial membrane potential and processing by the IMP complex for correct biogenesis	Saccharomyces cerevisiae
YAL007C	S000000005	ERP2	138345	137698	1	Member of the p24 family involved in ER to Golgi transport; similar to Emp24p and Erv25p; role in misfolded protein quality control; forms a heterotrimeric complex with Erp1p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP2 has a paralog, ERP4, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAL004W	S000002136		140760	141407	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps verified gene SSA1/YAL005C	Saccharomyces cerevisiae
YAL005C	S000000004	SSA1	141431	139503	1	ATPase involved in protein folding and NLS-directed nuclear transport; member of HSP70 family; required for ubiquitin-dependent degradation of short-lived proteins; forms chaperone complex with Ydj1p; localized to nucleus, cytoplasm, cell wall; 98% identical to paralog Ssa2p with different functional specificity in propagation of yeast [URE3] prions, vacuolar-mediated degradations of gluconeogenesis enzymes; general targeting factor of Hsp104p to prion fibrils	Saccharomyces cerevisiae
YAL003W	S000000003	EFB1	142174	143160	1	Translation elongation factor 1 beta; stimulates nucleotide exchange to regenerate EF-1 alpha-GTP for the next elongation cycle; part of the EF-1 complex, which facilitates binding of aminoacyl-tRNA to the ribosomal A site; human homolog EEF1B2 can complement yeast efb1 mutants	Saccharomyces cerevisiae
YAL002W	S000000002	VPS8	143707	147531	1	Membrane-binding component of the CORVET complex; involved in endosomal vesicle tethering and fusion in the endosome to vacuole protein targeting pathway; interacts with Vps21p; contains RING finger motif	Saccharomyces cerevisiae
YAL001C	S000000001	TFC3	151166	147594	1	Subunit of RNA polymerase III transcription initiation factor complex; part of the TauB domain of TFIIIC that binds DNA at the BoxB promoter sites of tRNA and similar genes; cooperates with Tfc6p in DNA binding; largest of six subunits of the RNA polymerase III transcription initiation factor complex (TFIIIC)	Saccharomyces cerevisiae
YAR002W	S000000063	NUP60	152257	153876	1	FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153	Saccharomyces cerevisiae
YAR002C-A	S000002129	ERP1	154724	154065	1	Member of the p24 family involved in ER to Golgi transport; role in misfolded protein quality control; forms heterotrimeric complex with Erp2p, Emp24p, and Erv25p; localized to COPII-coated vesicles; ERP1 has a paralog, ERP6, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAR003W	S000000064	SWD1	155005	156285	1	Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7	Saccharomyces cerevisiae
YAR007C	S000000065	RFA1	158619	156754	1	Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia	Saccharomyces cerevisiae
YAR008W	S000000066	SEN34	158966	159793	1	Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen34p contains the active site for tRNA 3  splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease	Saccharomyces cerevisiae
YAR014C	S000000069	BUD14	168871	166742	1	Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress	Saccharomyces cerevisiae
YAR015W	S000000070	ADE1	169375	170295	1	N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase; required for  de novo  purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress	Saccharomyces cerevisiae
YAR018C	S000000071	KIN3	171703	170396	1	Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol	Saccharomyces cerevisiae
YAR019W-A	S000028735		174998	175330	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps ORF CDC15/YAR019C	Saccharomyces cerevisiae
YAR019C	S000000072	CDC15	175135	172211	1	Protein kinase of the Mitotic Exit Network; localized to the spindle pole bodies at late anaphase; promotes mitotic exit by directly switching on the kinase activity of Dbf2p; required for spindle disassembly after meiosis II; relocalizes to the cytoplasm upon DNA replication stress	Saccharomyces cerevisiae
YAR020C	S000000073	PAU7	177023	176856	1	Member of the seripauperin multigene family; active during alcoholic fermentation, regulated by anaerobiosis, inhibited by oxygen, repressed by heme	Saccharomyces cerevisiae
YAR023C	S000000074		179820	179281	1	Putative integral membrane protein; member of DUP240 gene family	Saccharomyces cerevisiae
YAR027W	S000000075	UIP3	183770	184477	1	Putative integral membrane protein of unknown function; interacts with Ulp1p at the nuclear periphery; member of DUP240 gene family	Saccharomyces cerevisiae
YAR028W	S000000076		184892	185596	1	Putative integral membrane protein; member of DUP240 gene family; GFP-fusion protein is induced in response to the DNA-damaging agent MMS	Saccharomyces cerevisiae
YAR029W	S000000077		186321	186545	1	Member of DUP240 gene family but contains no transmembrane domains; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern	Saccharomyces cerevisiae
YAR031W	S000000078	PRM9	186836	187732	1	Pheromone-regulated protein; contains 3 predicted transmembrane segments and an FF sequence, a motif involved in COPII binding; member of DUP240 gene family; PRM9 has a paralog, PRM8, that arose from a segmental duplication	Saccharomyces cerevisiae
YAR030C	S000001821		186853	186512	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the uncharacterized ORF YAR029W and the verified gene PRM9	Saccharomyces cerevisiae
YAR033W	S000000079	MST28	188107	188811	1	Putative integral membrane protein, involved in vesicle formation; forms complex with Mst27p; member of DUP240 gene family; binds COPI and COPII vesicles; MST28 has a paralog, MST27, that arose from a segmental duplication	Saccharomyces cerevisiae
YAR035W	S000000080	YAT1	190193	192256	1	Outer mitochondrial carnitine acetyltransferase; minor ethanol-inducible enzyme involved in transport of activated acyl groups from the cytoplasm into the mitochondrial matrix; phosphorylated	Saccharomyces cerevisiae
YAR035C-A	S000028595		192417	192337	1	Putative protein of unknown function; identified by gene-trapping, microarray-based expression analysis, and genome-wide homology searching; predicted to have a role in cell budding based on computational "guilt by association" analysis	Saccharomyces cerevisiae
YAR042W	S000000081	SWH1	192619	196185	1	Protein similar to mammalian oxysterol-binding protein; contains ankyrin repeats and FFAT motif; interacts with ER anchor Scs2p at the nucleus-vacuole junction; regulated by sterol binding; SWH1 has a paralog, OSH2, that arose from the whole genome duplication	Saccharomyces cerevisiae
YAR047C	S000000083		201787	201467	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae
YAR050W	S000000084	FLO1	203403	208016	1	Lectin-like protein involved in flocculation; cell wall protein that binds mannose chains on the surface of other cells, confers floc-forming ability that is chymotrypsin sensitive and heat resistant; important for co-flocculation with other yeasts, mediating interaction with specific species; FLO1 has a paralog, FLO5, that arose from a segmental duplication	Saccharomyces cerevisiae
YAR053W	S000000085		208367	208663	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Saccharomyces cerevisiae
YAR060C	S000000086		217492	217157	1	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; YAR060C has a paralog, YHR212C, that arose from a segmental duplication	Saccharomyces cerevisiae
YAR064W	S000000089		220198	220497	1	Pseudogenic fragment with similarity to flocculins; YAR064W has a paralog, YHR213W-B, that arose from a segmental duplication	Saccharomyces cerevisiae
YAR066W	S000002144		221049	221660	1	Putative GPI protein; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively; YAR066W has a paralog, YHR214W, that arose from a segmental duplication	Saccharomyces cerevisiae
YAR068W	S000000091		222406	222891	1	Fungal-specific protein of unknown function; induced in respiratory-deficient cells; YAR068W has a paralog, YHR214W-A, that arose from a segmental duplication	Saccharomyces cerevisiae
YAR069C	S000000092		224304	224011	1	Dubious open reading frame; unlikely to encode a protein, based on available experimental and comparative sequence data; YAR069C has a paralog, YHR214C-D, that arose from a segmental duplication	Saccharomyces cerevisiae
